Number,County,State,Latitude,Longitude,Classification,Date,Season,Temperature,Humidity,Cloud_cover,Precip_intensity,Visibility,Pressure,Wind_speed,Observed
28370,Sangamon County,Illinois,39.65749,-89.56981,Class B,1978-08-01,Summer,74,0.79,0.87,0.0192,7.79,1015.99,4.16,"This was circa 1978. As my friend and I were walking from his house along his 1/4 mile driveway that meandered through the woods along side of the creek we had heard some odd noises that caught our attention. At this point, we had been running through the woods for a few years together, felt extremely comfortable in them and knew many sounds and sign. Neither of us could identify these sounds. I do not recall the sounds exactly, but, it seemed to be some tapping noise, somewhat subtle and not alarming, yet it seemed clearly something out of the ordinary. So we decided to hop the old overgrown fence which paralleled the driveway, penetrate the overgrowth and go into the woods to investigate. Heading in the direction from which the sounds had been coming we soon noticed that some of the patches of grass that had managed to grow under the canopy of trees was matted down. The matting looked quite fresh as all the blades were still quite green and showing no signs of atrophy or recovery. While clearly other patches of grass nearby were exactly as one would expect, not matted down. We then spread out a little bit as we normally did when investigating the woods. Shortly after this I spotted a footprint, classic human shape with five toes, in some dried mud. Clear as day, there it was. Unlike the fresh appearance of the matted grass, this had been here awhile as the ""mud"" which had originally received the print was now thoroughly dry.  I called my friend over while I looked at it thinking, this doesn't make any sense, who else would be back here and why would they be barefooted? We again spread out and now I was head down and focused on finding more foot prints. Shortly thereafter, I heard a crash in the trees and my friend yelled, ""Run, run for your life!"" And maybe it was this comment that etched the memory of that day firmly onto the memory banks. I could tell in my close friends voice that he was dead serious. For that matter, he was never a BSer anyway. I lit out of there, running through the underbrush, past trees and hopped the old fence at a faster pace before or probably since. Reaching the relatively safety of the clearing the driveway offered and turned and yelled encouragements for my friend to get out of there. I could see him now, emerging from the underbrush, the expressions on his face said this was no joke. Just as I saw him begin to emerge and before he hopped the fence a large crash of breaking timber happened from directly behind him. Although overgrowth was relatively dense, I could see he wasn't causing the sounds of the smashing logs. Something had apparently broken a good sized tree or log directly behind him. There was no mistaking the sound of it, or the movement in the undergrowth behind him and to his right, but, what it was remained shrouded by the forest growth.  He made it across the fence and upon reaching where I was apprehensively standing, snapped back around and we stood shoulder to shoulder peering into the forest both uncertain of what exactly had just happened. I do know these to be certain:  Fact: Unidentified sounds were coming from the woods.  Fact: The grass had the appearance of being freshly matted  Fact: There was what looked to be a human footprint completely intact and showed the entire outline of a foot with five toes. It seemed only 10-12 inches long  Fact: Something or somebody was smashing up some decent sized logs and it wasn't us.  Fact: Somebody who doesn't scare easy was sure spooked that day.  Fact: An Illinois State Trooper came out that day to investigate our story. The trooper seemed to lose interest when my friend said that whatever he saw was about 7' tall.  The Unknown:  Was it a hippy, hillbilly or prankster who simply liked to walk barefooted around woods that had old rusty barbed wire among other occasional rusty or sharp artifacts? Or was it a Bigfoot? This remains the unknown."
39098,Sangamon County,Illinois,39.73333,-89.61281,Class B,2012-10-04,Fall,62,0.7,0.38,0.0006,10.0,1019.17,4.54,I look for deer all the time when I drive anywhere. I was on my way home after school from LLCC. On the UIS soccer fields there was something at the edge of the field at the tree line. I glanced away and back and it was gone. It was a human shape but the shape from the head to the body was flowing with long hair all over. It was about 8 feet tall brown in color but was in the shade of the trees. Later that day is when the youth soccer league plays games there in the fields.
33638,St. Clair County,Illinois,38.51689,-90.16501,Class A,1991-11-16,Fall,48,0.95,1.0,0.005,1.87,1023.24,6.46,"I'm 51 yrs old.  My sighting happened twenty odd years ago but I need to tell someone about it.  I've finally come to grips with it and now it's time just to tell someone...who won't think I'm a nut-case. Here goes.  At one time, I lived in a house surrounding a small pond in the woods in Columbia.  I fished all the time. The pond was down a small hill right in my back yard. I thought I was in heaven.  I usually fished at night when my kids (at that time) were asleep.  I used lighted bobbers.  Often I felt I was not alone but thought it was my imagination. One evening, I thought I heard a huff-growl and glanced around behind me. There it was.  Just standing there looking at me.  I squinted my eyes and rubbed them in case my eyes weren't seeing correctly.  I still saw it.  I didn't feel panicked til it moved.  The thought that it wasn't a human scared me so much I dropped my pole, and high-tailed it all the way up the hill til I was safe in the house. I never went fishing at night or alone again.  Thank you for reading this.  I feel better getting it out."
40075,Tazewell County,Illinois,40.67577,-89.60034,Class A,2013-02-26,Winter,32,0.88,0.93,0.0045,2.57,1001.97,6.79,"I saw a creature running on top of a levee just on the east Peoria side of the river.It was all tan from head to feet. It had to be running at least 30 mph. While running its knees were bent.It did not look like a man running in a race, like a sprinter. The levee was just on the river side of cat building ss (Caterpillar Heavy Equipment Company). I saw the tan man for maybe 5 or 6 seconds. The speed at which it had was awesome. I could see the hair moving on its body but its head did not move. I just can not get over the speed tan man had, unreal."
57880,Union County,Illinois,37.56937,-89.36241,Class A,2013-10-29,Fall,57,0.99,0.7,0.009,5.17,1022.59,1.16,"I am an avid outdoorsman and bow hunter in southern Illinois. I have hunted all over the U.S. seeing many animals and all kinds of terrain, but this day was not like any other I have ever had. I was heading to some public land that adjoins to the river to river trail. I drove between two orchard fields to get there I have hunted this spot many times I have seen numerous mountain lions, bobcats coyotes etc. in this location. I unloaded my gear and set off to a part of the public land rarely visited by people. If not for me I doubt anyone would ever go back to the spot. It was right around 1130 am I had been walking approximately 30-45 mins into the woods. I came to around 900 yards from my spot, it was pretty open the leaves had fallen off the trees and I could see a good distance. I started walking and I heard a snap of a branch other then mine. I believed it to be a deer so I stopped behind a big white oak tree in which I was behind and leaned against it. I went to peer around it and I couldn't believe my eyes, it's like nothing I have ever seen before. I was approximately 78 yards away according to my range finder I thought my eyes were playing tricks on me as to what I had seen it was gray with a slight bit of tan and brown mixed into its coat. It looked to be around 4 n a half to 5 feet tall. It did stand on two legs. But I believe it smelled me when the wind picked up and blew towards it an it dropped very, very low to the ground. lower then a bear could go and I ducked back behind the tree. When I looked back from behind the tree it was gone. I believe it was a baby Bigfoot as I have heard rumor and stories of this public land from countless people and friends of being chased up trees, rocks thrown at them, and their stands being ripped to shreds."
50341,Union County,Illinois,37.4351,-89.30203,Class A,2015-11-21,Fall,33,0.7,0.73,0.0056,9.72,1019.03,4.39,My pitbull was barking in terror. I went out to check on him and shone my light just on the other side of the fence I put up around the orchard and he was standing there clear as day staring at the dog and me . Twenty yards away. Flat face. Reddish brown fur. Eyes looked orange in the light.  He disappeared into the woods. I've seen him many times. I live surrounded by the national forest.
55144,Vermilion County,Illinois,40.09169,-87.71541,Class B,2015-11-12,Fall,44,0.71,0.56,0.0004,10.0,1007.41,15.2,"It all began with my father in law. He had an encounter of something huge and making an un familiar noise he said he had never heard before. He is a 70 year old man and great guy. I recall laughing and making fun of him. Then the tables turned, I was in the woods alone hunting in the 2015 hunting season.I was in my stand and had several deer come in but they seemed very skidish. I drew my crossbow down on a nice buck and pulled the trigger. My arrow seemed to find its mark. I allowed about 45 minutes to go by and it began getting dark. As I climbed down out of my stand I began hearing some unusual noises. Kind of like I screaming growling noise. Now I'm soon to be 50 years old myself and as my father in law said to me. These were sounds that I had never heard before in the woods or anywhere else. I called my father in law and told him I had a deer down and asked if he could meet me out in the woods to help me get the deer out. He told me he was in Terre Haute Indiana, and that it would be close to an hour before he could even get home. I was too embarrassed to tell him I too was feeling pretty uneasy. I tried to keep him on the phone but he had to get off the phone.so I began tracking the deer I found really good blood. And was sure the deer didn't go far. As I started down a small hill I began hearing these noises again. It was as if I could feel these screaming growling noises in my body. I kept hearing what I thought may have been falling tree branches or something. I looked up on this hill side 30 yards from me and seen a sillhouette of something huge. I quickly headed out of the woods and continued hearing the noises all the way out. I called my father in law and told him about my encounter. He laughed and said you mad fun of me. We returned the next morning to find the blood trail  where I left off and we knew the deer had to be close due to the amount of blood. And then it was as if the deer just vanished.. We began working in circles to find nothing. There was a steep cliff to the east of where we found the last blood. We looked down torward the creek to find nothing. But the smell in the woods was as it was the night before. A very strong pungent odor. Kind of a cross of something dead and the urine of many different types of animals. I felt eyes on us the whole time we were out there. We went back several times without success. Then in April I went out to the same location mushroom hunting, I found that the woods was  very quiet. I didn't find any mushrooms so I headed out through the North end of the woods to look at deer sign. When it hit me, the smell it was so strong , I began hurrying to get out of the woods as I got to the edge of the woods to an area we call the  grassy area and there it was a foot print. A single foot print it was the left foot and was very large . The print was a good one very detailed you could see the toes and everything.I wear a size 13 and this print was way bigger than my foot. This area is about three miles from the Kickapoo state park in Vermilion county Illinois. I have never been frightened in the woods in all my life. I spent my whole life in the woods hunting most of every species in our area. I coon hunted in the dark by myself and never been as frightened as I was with this encounter."
33264,Whiteside County,Illinois,41.73534,-90.22054,Class B,2012-01-23,Winter,30,0.89,1.0,0.0016,5.38,1003.72,8.63,"Foot prints in the snow. I took some pictures. we had a moderate thaw, but we could see definite toes and a human-like shape, definitely bipedal."
32400,McHenry County,Illinois,42.18476,-88.29926,Class A,2008-09-13,Fall,69,0.97,0.99,0.1321,4.64,1006.75,2.56,"I was jogging on the prairie path I have been jogging on for years. i can show you the place, I was crossing the bridge over Algonquin road heading north. Mile marker 1 i just came from and before i get to 2 I park my car up on hill there, so I come down to the trail run over the bridege to mile marker 1, turn around and then run all the way to mile marker 3, then back to my car, so 6 miles. Anyway i was heading to the 2 mile mark (or kilometer mark, can't recall) and i was coming around the bend and i can see more than a half, maybe 2 thirds mile down the path, not sure, and i see a big guy weasring a coat. walking in the way i'm running. As i got closer It looked furry and i thought why would someone be wearing a coat it's 65 degrees or more out! As i jogged closer, the thing got bigger (it had it's back toward me) and I stopped, got the chivvers and thought...that is a bigfoot...then the thing went around the bend ahead where there's a small stream and retention pond. It was still daylight and i kept running thinking it couldn't have been...but i ran another mile and there was no one there...where did it go? On the way back i stopped at a whole in a fence by a stream and small pond and lookeed in there. it was pitch black and then i got the chills and thought that thing might be in there...i went back to my car and have not run on that trail since! Finding Bigfoot show reminded me of this."
55386,Marshall County,Illinois,41.02524,-89.45454,Class B,2016-08-16,Fall,76,0.81,0.47,0.0015,7.75,1017.22,0.74,"My mother and I had a possible sighting back in about 1974. We used to watch for my step dad to come back from deer hunting. Depending on the moon light, we could see him coming down from the woods. One night my mom said that he was coming. We went outside and we both thought we seen him walking to the house. Mom walked out to meet him. I stayed on the back porch and watched. It was probably 9pm or so. What ever it was just stopped and stood there. Then it went back into the woods fast. Mom ran back inside the house with me by the wrist. She locked the doors and loaded a shotgun. My step dad eventually got home. Whatever that was walked on 2 legs. It was not my step dad. We live just outside Sparland, Illinois."
25267,Madison County,Illinois,38.72226,-89.80125,Class A,1980-12-24,Winter,15,0.78,0.75,0.0006,5.54,1028.28,11.64,"It was Xmas eve 12/24/1980 app. 7:00pm. It was very very cold. I had just turned onto IL. R.R. 4  4 heading north and was picking up speed when I saw something in the middle of the road. There was no other cars in the area so i turned my bright lites on and started hitting my brakes. As I got closer i saw a bigfoot just standing in the middle of the road looking at me as if it was blinded by my headlights. I came to almost a complete stop as I looked at it and moved the car into the opposite lane to avoid hitting it. I came within inches of it and was looking at it the whole time. It was standing up but seemed to be kind of bent over at the waist and its was holding its right arm up against its chest (like if you would have your arm in a sling). I estimate it was well over 7 foot tall-(at the time i had a brother 6'8"" and I know it was much taller than he was). I keep saying it because I'm not sure of its sex. I was in amazement and not sure what to do. I decided to go to the next road and turn around but it was gone when I returned (app.1-1/2 -2 minutes later). The best I can remember the temp. Was around 0-fr. Or below. This is a very rural area and there is no reason anyone would be standing in the middle of the road on Xmas eve in that kind of weather dressed up like a bigfoot - esp. Who's that tall to begin with? I am a hunter and have spent many hours in the wood but, have never seen anything like that before or after."
56168,Madison County,Illinois,38.66736,-89.87602,Class B,2017-01-20,Fall,52,0.93,0.83,0.0033,7.54,1002.68,1.99,"I was driving along Scott-Troy Road after work one night. It was around 8:15 pm when I was driving through some wooded parts of Scott-Troy. I saw something large, black and hairy take two-three giant bounds across the road before it disappeared on the other side. I slowed for a bit, trying to see what it was, but it was too dark to see what it was or where had it gone."
29227,Massac County,Illinois,37.2276,-88.7584,Class B,2011-05-03,Spring,50,0.68,0.5,0.0127,9.38,1022.73,4.34,"To be honest, I’m very reluctant to submit this report but the pictures and details are simply too compelling to ignore. Two months ago my wife and I purchased five acres of rural, wooded property here in Massac County, Illinois.  I mow approximately two acres of this ground, with the rest of it being heavily wooded. I know nothing about Botany, so I can’t describe the vegetation on the property outside of an Oak and/or Silver Maple trees. Just take my word for it – it’s thick with trees and underbrush. On May 3rd at 6:15p.m., my wife, myself, and my two boys sons went out to this new property to have a picnic at the cabin. I was half-way down the hill toward the cabin when my wife yelled, “Oh my gosh! Look at this - look at this!” She was up the slope close to our parked trucks, staring at the ground. I walked back up to her position and she was staring at this print on the ground (pictures attached).  I had, evidently, walked right over the track without noticing. I then searched the radial area around the track and found two more partial impressions.  Growing more suspicious caused me to search the “bottoms” behind the cabin.  I found a strange tree structure and photographed that, as well. Listen, I’ve got a BS in Management Communication and am pursuing a Masters in Theology. I am also a local minister, so my credibility is at stake. I would never consider fabricating a story, much less a story like this one. Now, we’ve got to use a little critical thinking, but this is where logic and reality seem to be in opposition.  What makes a print like the one we’ve found on our property?  There’s two plausible possibilities; (1) A very large, very heavy man or woman – with a 14+ inch foot - is walking around out in the cool spring air with no shoes, trespassing on private property, out in a rural part of the country, risking arrest or a bullet. Or (2), ? I asked a good friend of mine, and member of the church, to take photos of the print using his 10 mega-pixal camera – the photos are truly incredible.  He took several photos, including a  “foot-in” and “foot-out” to show scale, two with a tape measure, one showing depth, and photos of the area via Google earth."
40995,McDonough County,Illinois,40.45428,-90.78947,Class B,2009-07-15,Summer,75,0.77,0.4,0.0228,9.58,1013.89,3.25,"When the sighting happened we had come down into a bottom near a stream.  The main thing we first noticed was that the entire woods had gone silent.  Before we had heard bird calls and insects throughout the woods.  The silence was really unsettling and we felt like we were being watched.  We got a little unnerved and began to walk quicker towards where we had parked the car.  As we walked the road back we could hear something about 20-30 feet behind and off to the side of us moving through the brush and undergrowth.  Then at one point we had a rather nasty smell blow through the area, similar to a skunk or fox when they musk or spray.  At one point we know it crossed the road behind us and rather quickly because the noises changed which side of the road they were coming from.  At one point we were certain it was going to walk out into the open right in front of us but then all the sound stopped for a short period of time until we went down the next hill.  When we got ready to go around the last bend to where we had parked I took a look back and saw ""something"" squatting on a point next to a dead blackened tree which stood  around three to four feet tall.  The top of it came to right around the top of the dead tree and it was fairly wide.  The only thing I could misidentify it as was a black bear and they haven't been seen in our area for well over 50-100 years.  I caught a quick glance at it and then turned back around told my friend I saw something and to just keep walking quickly straight ahead and for the car.  Once we got around the bend we ran for the car, jumped in and took off.  Since then we've never really talked about it."
36406,McDonough County,Illinois,40.45273,-90.79664,Class A,2012-08-09,Summer,71,0.76,0.42,0.0006,6.63,1011.52,2.79,I was sitting at a picnic table eating pizza. I notice four kids running back and forth on a trail. Once they were gone I witnessed what I would call a juvenile sasquatch sneaking down the same trail at approx. 80 yds. The squatch was 3 and a half to 4 tall. It had long brown reddish hair. However it was stocky and I could see dark tanish colored skin threw its hair. Shortly after the kids returned on the trail. The squatch then returned behind them squatted down in the brush and disappeared. I was in total amazement at what I had just seen. 
67486,McHenry County,Illinois,42.38553,-88.35001,Class B,2021-01-09,Winter,28,0.82,0.78,0.0029,10.0,1027.1,6.09,"I was walking down my street and heard what sounded like a guy off in the cornfield yelling, approximately 600 feet away. It was sort of a grunting yell, very deep and it echoed through the neighborhood.  It sent the hair up on my neck and scared me a little because the only thing between me and the yelling was a row of houses. This is not the first time I've heard what I think might be a Bigfoot in the area. I have heard what seemed to be three of them sort of locating each other the week before Thanksgiving.  Again, I was out walking late at night in my neighborhood, around midnight.  I heard a fox call at the end of my block but that sound was cut off by what sounded like a woman trying to imitate her from a little further away. Then a few seconds later, a ""man"" let out a yell about 3 blocks away.  This yell was a deep guttural long yell, too long to be a human.  It made the hair on my neck stand up and it also echoed through the neighborhood.  Not a few seconds later, a faint ""howl"" came from what sounded like across the lake.  By this point, I had gotten back to my porch and entered the house to find all three of my cats wide eyed and standing in the middle of my living room.  Out of curiosity, I decided to go sit on my porch to see if the howls continued. The sequence of howls and yells continued on for about 20 minutes. First the ""woman"", then the ""man"", then the faint one across the lake until they were far enough away that loud vehicles drowned them out and I went back inside.  I wish I'd have thought to use my cellphone camera to record it."
18584,Perry County,Illinois,38.0985,-89.4205,Class B,2007-10-15,Fall,66,0.76,0.33,0.0066,8.72,1013.98,2.55,Way back in 1975 I was outside at my grandparents farm just outside Pinckneyville (Perry County) located next to a state park when I heard the most hair raising sound ever. I was so petrified that I couldn't move for a few seconds then I bolted for the shed my dad and grandfather were working in. They didn't hear it but all the horses ran up to the fence and were very agitated. The horses were stamping and blowing like when they are scared. It was very dark outside and about 10pm. It carried over from the other side of the lake so it was at least 100 yards away. There was a pig farm about a mile away but it definitely not a pig. The closest thing I have heard is similar to a peacock but sound bites of Bigfoot screams are pretty much dead on. I hope I never hear that again in real life!
5742,Pulaski County,Illinois,37.1142,-89.1979,Class B,2004-11-27,Summer,40,0.82,1.0,0.0204,9.08,1008.32,6.46,"It was midsummer of 1990, I was living alone in a mobile home in the woods adjoining Shawnee National Forest. I decided to go for a walk in the woods because I was bored and was thinking about shooting my rifle a bit. Nothing special, just what I normally did as a youth (since I'm not much of a people person I spent a lot of my youth in the woods). I was walking up a field road that passed thru a patch of woods that led to a larger feild on top of a hill a few hundred feet away. As I got halfway up the hill, I was suddenly shocked by a very loud whistle that was quickly followed by a scream that I had heard many times before as a kid. I knew from previous experience that I didn't want to hang around even though I was ""armed to the teeth"". I was 19 going on 20 at the time and I've spent the majority of my youth spending time alone in the woods, hunted almost everything in the area that could be legally hunted, so I know what the normal sounds of the woods are, and no, it wasn't a swine, bear , coon, or any other such creature. The scream I heard instantly filled me with fear even though I had an 8mm Hakim Mauser, 12 ga. shotgun, and a 22 cal. pistol. I always went hunting heavily armed because I have stumbled across sasquatch a few times before and decided that next time I'd be more prepared. I was about halfway up the hill when I heard the scream a few ridges over (1/2-3/4mi away from me). I quickly turned and decided to call it a night, as I was walking down the hill, I heard another scream at the top of the hill I was walking down (either they can run like hell or there were two). Before I got to the bottom of the hill, I then decided that although I had a lot of weapons and ammo, this wasn't anything that I wanted to shoot alone at night with only a maglite taped to my barrel. I figured running for the road would take too long and a more direct route would be better, so I cut across the field and jumped the creek behind my house. I guess I didn't notice till after I had crossed the creek, but it had followed me home (which wasn't far, maybe a few hundred yards). I can tell you that to keep up with a terrified 20yr old running faster than ever before, that thing had to be extremely fast. I stood by the back porch and could hear its heavy breathing and growling. It sounded kinda like a horse that had just run till it was winded, but the breathing wasn't labored. It was breathing in a normal rhythmic tone, not labored. I was terrified because even after firing a few rounds in it's direction I could still ""feel"" it's presence and hear it, so I unloaded in that direction. I fired over 100 shells thru the Hakim, a full box of shells from the 12ga. and every shell I had for my 22 before I ran in the house to grab more ammo and turn some more lights on. I must've shot around 150 or more shells, I figured that I had shot at it enough and wanted to save what ammo I had left in case it decided to try to come in for a visit durring the night, so I went in the house and stayed awake all night. The next day(about noon) I decided to go see what I hit. When I crossed the creek I could plainly see where I had fired because of the holes in the trees and the saplings that were broken from bullets. Found no blood, no footprints(it was dry) but I did find something I didnt expect...it had laid down when I began shooting and must've been there for a while because there was a flattened area that looked like a deer bed. Although deer do frequent the area, I sincerely doubt it was deer, because there was no scat, and deer scat alot in and around their beds, as well as it was a good 1/4 mi. from the nearest deer trail. I'm an experinced woodsman, and I have never run across a creature that was smart enough to lay down and stay put while bullets were flying over it's head...animals just don't have the reasoning it would take to exert that type of behavior. Like I said, I never saw it, I just heard it and heard it's foot falls, it was absolutely two legged, it was huge, and I don't think it wanted to say hello. Not sure what it wanted, but it was definately very intelligent. That was the only event of this nature during the time I lived there(6yrs.)...oh yeah, I don't remember smelling it's body funk till after I had started shooting, maybe it wasn't close enough for me to smell it or I was just to scared, either way, I hope this info helps your investigation."
65795,Jefferson County,Illinois,38.32304,-88.96978,Class B,2020-07-21,Summer,80,0.87,0.51,0.0242,9.073,1014.8,5.67,"My wife, daughter and I were traveling on interstate 64 about 40 miles southeast of St. Louis. It was late at night when I noticed a big figure walking along the tree line. As I was passing it turned and looked at me with big glowing eyes. It turned into the woods to maybe one or to steps and looked back. There's no doubt of what I saw."
29265,Jersey County,Illinois,39.02341,-90.40184,Class A,2008-05-23,Spring,65,0.74,0.73,0.0093,10.0,1013.57,5.16,"It was right around the time of my birthday.  I was on vacation visiting with my cousin at his girlfriend's house.  We had ran into Jerseyville for cigarettes and were on our way back to her house off of Otterville Blacktop.  I was driving about 55 mph around the s-curves just before Shiloh Hollow Road when I caught something running across the field heading for the road in the headlights. At first I thought it was a man in a trench coat.  It ran up the embankment and onto the road in front of the car.  I barely missed it.  It just made it in front of the car as I passed and half turned towards me at the center line of the road.  Within four foot from my side of the car. I realized that it wasn't a man in a trench coat.  It was covered in hair and his face look flattened with a wide nose and large nostrils, and huge eyes.  I continued to watch this thing run up a twenty foot embankment on the other side of the road without ever losing its pace.  In shock I turned to look at my cousin, his eyes were as big as mine and we found ourselves asking, ""What the hell was that""?  He agreed It wasn't human."
15019,Kendall County,Illinois,41.625,-88.4375,Class B,2006-06-21,Summer,77,0.77,0.25,0.0042,9.06,1011.95,3.77,"Around 11:23pm on june 20th 2006 my girlfriend, myself, and the dog stepped outside on the back porch so my girlfriend could smoke and to let the dog out to go to the bathroom. The porch faces a wooded tree line area that runs in the backyard and runs through the whole subdivison.  So we open the sliding glass door to step out and we all step on to the porch the dog was still. Then she ran barking straight to the back fence, that is just in front of the tree line area, my girlfriend tells her to be quiet and to stop barking.  She doesn't, then after 5 minutes she stops and we were on our way in, so to see the dog because we couldn't see her I decide to use the display of my cell phone to see if I could see her, because it is a bright display. I see her coming to it but to joke around with her I start waving it around in circles. Then from the back tree line my girlfriend and I both hear this strange 'coo' sound with breaks in it. I freak out and push my girlfriend aside and run in the house; as we were inside and I locked the door. Then I say did you her that and she was like yes what was that, I though it had to have been a bigfoot...It was like nothing I have ever heard in my life.  [Edited]"
30003,La Salle County,Illinois,41.42396,-88.71103,Class A,2011-07-18,Summer,83,0.81,0.11,0.004,7.15,1015.63,3.25,"I work nights, and was riding my motorcycle home (Marseilles, IL) from work. At about 1 am I turned from Illinois Rt 71 south onto Marseilles road. Immediately after the turn there are 2 sharp curves in the road. I down shifted into 2nd gear as I approached the first curve. When down shifting my pipes become quite loud and often pop. As I began the turn in an instant I saw a large figure standing near the edge of the corn along side the road (to my right). Quickly it leaned slightly forward and made a loud higher pitched sound, almost like a scream, or a call. Looking back I would consider that perhaps my pipes scared it. This scream was incredibly loud and echoed, it was so close I honestly hit the throttle and started screaming myself. I came to the second curve, too scared to look in my mirror I took the curve a bit quick and briefly heard the scream again. In all honesty I hit the throttle and didn't look back."
30896,La Salle County,Illinois,41.4209,-88.706,Class A,2011-10-20,Fall,41,0.71,0.97,0.0011,10.0,1005.37,8.93,"Earlier this year I had a sighting near Marseilles, Just this past week I had another sighting in the same area, just a bit further down the road. Again I was coming home from work on the motorcycle, it was about 2:30 a.m. I made my left turn onto Marseilles Blacktop off Route 71. Since my last sighting I take those curves much more slowly, and keep a good watch on the fields. I was coming around the second curve and I noticed a strange eye shine about 100ft ahead of me to my left (east side of the road). What caught my attention was the size, color, and height of the eyes. They were quite large, much larger than a deer, and yellow. There is a small hunting area on that side of the road that borders the corn. These eyes were right on the edge of the corn and the hunting field. This time I slowed down. As I got closer I could make out a large human like figure, about a foot taller than the corn. It began walking slowly away from the road and turned its head and looked east. As I got even closer it looked back at me, then walked into the corn. This time around it did not make any sounds, nor did it seem too concerned about me."
31858,Lawrence County,Illinois,38.71682,-87.68468,Class A,2011-12-19,Winter,46,0.77,0.99,0.0097,8.01,1019.32,7.59,"I seen something tall and black, about 7 feet tall,  run real fast across 12th Street in Lawrenceville about 3 weeks ago."
11121,Lee County,Illinois,41.86395,-89.34285,Class B,2003-06-14,Summer,68,0.69,0.24,0.0024,8.84,1015.11,3.97,My wife and I went Franklin Creek area for hiking and we found a bigfoot track by the creek. Its about 2 miles from parking lot. We have to walk about 2 hours back to parking lot before dark and heavy rain on that night. Creek flooded and the footprint gone.
30203,Logan County,Illinois,40.14471,-89.41959,Class A,2004-10-30,Fall,51,0.62,0.25,0.0097,9.79,1005.09,13.12,"I had actually put most of the details out of my mind, until a friend asked me a few months back if I had ever had a sighting. It was October '04 between 9-9:30pm, heading south about 3/4 of the way to Springfield Il. after passing the interchange to go to Lincoln, not sure which county. There weren't many cars on the road. We were in the left lane, I was the passenger. At the very far edge of the high beams I saw what looked like one of those big black 50 gallon lawn bags sitting with a bunch of garbage right off the side of the road between where the pavement meets the grass. It looked like someone had dumped trash... I was wrong! Grant you this all took place in like 8-9 seconds. As we got closer I saw the garbage was fast food bags and the black garbage bag had arms and a head! When we were maybe 5-6 car lengths away it swung its arms out in front of it and shot straight up, taking a small step backwards. My friend and I both said 'what the hell is that?' As he slowed down a little. In the split seconds it was full on in the head lights standing I saw a medium build, not massive at all, but thick, hair was 4-6"" and flat black in color with just a little bluish silver reflection from the headlights and the face was a lighter shade than the hair like charcoal grey, I don't recall seeing breasts and the hair seemed thinner and shorter on its front. Facial features at that speed were impossible to make out, but its chin seemed to jut out from where the collar bone area would be on a human. My friend owned a Mitsubishi Montero at that time. It rode about as high as the smaller big pick up trucks do. I'm 6'4"" and I had to step up slightly to get into the seat, and as we passed it close up, in the windshield and out the drivers side window its waist was as high as the top of the hood, probably 4 1/2 feet, and the rest was at least that much. My friend asked me; ""Dude was that Bigfoot?!"" at the same second I yelled ""That was Bigfoot!."" Funny I have read countless books on the subject from the time I was in grade school, and let me tell you... All the information in the world beforehand does not prepare you for a sighting."
47412,Macoupin County,Illinois,39.2038,-89.9758,Class B,2014-12-27,Winter,38,0.93,1.0,0.0074,4.05,1020.38,2.11,"On December 27th, 2014, I was traveling home at approximately 11:45pm. I was near a wildlife area when I observed a large figure standing next to the treeline approximately 15-20 feet from the road. This figure was very large, broad shoulders and standing on two legs. I believe that I observed the backside of this figure as it was walking into the treeline since I could not see eyes in my headlights. I quickly stopped my vehicle to look at what I just saw but at that point my headlights were past the figure and I couldn't see anything. The location of this sighting was about a quarter mile north of the Creek bottoms. I quickly left the area to continue my trip home since I was alone."
